section_crn,day_id
13142,Tuesday
13142,Thursday
13143,Monday
13143,Wednesday
13182,Tuesday
13182,Thursday
11665,Tuesday
11665,Thursday
10062,Monday
10062,Wednesday
12254,Monday
12254,Wednesday
10105,Monday
10105,Wednesday
10105,Friday
10610,Monday
10610,Wednesday
10610,Friday
10188,Monday
10188,Wednesday
10188,Friday
12452,Monday
12452,Wednesday
12452,Friday
13476,Monday
13476,Wednesday
13476,Friday
11273,Monday
11273,Wednesday
11273,Friday
10237,Tuesday
10841,Monday
10841,Wednesday
10841,Thursday
10841,Friday
10884,Monday
10884,Wednesday
10884,Friday
12328,Monday
12328,Wednesday
12328,Friday
12520,Monday
12520,Wednesday
12336,Friday
10045,Friday
13982,Tuesday
13982,Thursday
10615,Tuesday
10615,Thursday
12051,Friday
12052,Friday
12053,Friday
12842,Friday
12521,Friday
12525,Friday
12334,Tuesday
12334,Thursday
10222,Monday
10222,Wednesday
10471,Monday
10471,Wednesday
10171,Monday
10171,Wednesday
10171,Friday
10411,Thursday
10412,Thursday
10413,Thursday
10724,Thursday
10410,Tuesday
14677,Monday
14677,Wednesday
13443,Monday
13443,Wednesday
13443,Friday
10113,Monday
10113,Wednesday
10113,Friday
10387,Tuesday
10387,Thursday
12140,Monday
12140,Wednesday
12140,Friday
12653,Tuesday
10972,Thursday
12652,Tuesday
12652,Thursday
12654,Monday
12654,Wednesday
14632,Tuesday
14632,Thursday
12657,Tuesday
14634,Tuesday
14634,Thursday
14635,Monday
14635,Wednesday
12141,Wednesday
12658,Thursday
12142,Monday
12142,Wednesday
14636,Thursday
14637,Monday
14637,Wednesday
10731,Wednesday
14639,Tuesday
14640,Monday
14640,Wednesday
14640,Friday
13370,Tuesday
14642,Thursday
14641,Wednesday
10766,Monday
10767,Tuesday
13006,Tuesday
13006,Thursday
14850,Tuesday
14850,Thursday
12143,Tuesday
12143,Thursday
12663,Wednesday
12663,Friday
12017,Wednesday
12017,Friday
11248,Tuesday
11248,Thursday
10436,Friday
10333,Friday
13617,Wednesday
10334,Thursday
12664,Thursday
10335,Thursday
12665,Thursday
12170,Thursday
12893,Thursday
12337,Monday
10434,Wednesday
10384,Wednesday
10422,Wednesday
13132,Wednesday
10382,Friday
10383,Friday
10385,Friday
10386,Friday
12171,Friday
12666,Friday
13134,Friday
13135,Friday
10381,Tuesday
10381,Thursday
12018,Wednesday
14469,Wednesday
11428,Monday
11428,Wednesday
11428,Friday
12019,Thursday
12020,Thursday
12021,Tuesday
10158,Wednesday
10158,Friday
10159,Wednesday
10159,Friday
12022,Wednesday
12022,Friday
10164,Wednesday
10164,Friday
10239,Wednesday
10239,Friday
10240,Wednesday
10240,Friday
10241,Wednesday
10241,Friday
10644,Wednesday
10644,Friday
10388,Tuesday
12023,Tuesday
12024,Tuesday
12025,Tuesday
12026,Tuesday
12027,Tuesday
12028,Tuesday
12029,Thursday
12030,Thursday
12031,Thursday
12032,Thursday
12033,Thursday
12034,Thursday
13974,Thursday
10337,Wednesday
10337,Friday
11671,Wednesday
11671,Friday
10825,Wednesday
10825,Friday
10338,Tuesday
10339,Tuesday
10340,Tuesday
12036,Tuesday
12035,Tuesday
10336,Monday
11442,Tuesday
12037,Tuesday
12038,Tuesday
12039,Tuesday
12040,Tuesday
12041,Tuesday
12042,Tuesday
11441,Monday
11441,Wednesday
12172,Monday
12172,Wednesday
11443,Friday
11444,Friday
11445,Friday
11447,Friday
11446,Friday
12043,Friday
12044,Friday
12045,Friday
12046,Friday
14821,Friday
10299,Friday
10513,Friday
10435,Thursday
10297,Thursday
10298,Thursday
12667,Wednesday
10300,Wednesday
10301,Wednesday
10302,Tuesday
10303,Tuesday
10304,Tuesday
10305,Tuesday
10401,Tuesday
10402,Tuesday
12447,Tuesday
14831,Tuesday
10296,Monday
10296,Wednesday
10157,Monday
10157,Wednesday
14823,Monday
14824,Monday
14825,Monday
11852,Tuesday
11852,Thursday
11900,Tuesday
11900,Thursday
10549,Tuesday
10115,Thursday
14826,Tuesday
14826,Thursday
14827,Monday
14827,Wednesday
14829,Monday
14829,Wednesday
10116,Monday
10116,Wednesday
12014,Friday
12015,Friday
12016,Monday
12016,Wednesday
12016,Friday
10228,Tuesday
10228,Thursday
12669,Monday
12669,Wednesday
12713,Tuesday
12713,Thursday
13543,Monday
13543,Wednesday
11610,Tuesday
11610,Thursday
14843,Tuesday
14843,Thursday
10915,Monday
10915,Wednesday
12074,Tuesday
12074,Thursday
11760,Monday
11760,Wednesday
14844,Tuesday
14844,Thursday
14612,Monday
14612,Wednesday
12075,Tuesday
12075,Thursday
14613,Tuesday
14613,Thursday
10063,Monday
10063,Wednesday
10063,Friday
10642,Tuesday
10642,Thursday
10913,Tuesday
10913,Thursday
10153,Monday
10153,Wednesday
10153,Friday
10129,Monday
10129,Wednesday
10129,Friday
13013,Monday
13013,Wednesday
14578,Tuesday
14578,Thursday
10758,Tuesday
10758,Thursday
10759,Monday
10759,Wednesday
10759,Friday
14567,Monday
14567,Wednesday
14567,Friday
14568,Tuesday
14568,Thursday
10653,Tuesday
10653,Thursday
14570,Monday
14570,Wednesday
14570,Friday
14572,Tuesday
14572,Thursday
10028,Tuesday
10028,Thursday
14775,Monday
14775,Wednesday
12322,Tuesday
12322,Thursday
11238,Tuesday
11238,Thursday
11125,Monday
11125,Wednesday
10033,Monday
10033,Wednesday
13444,Tuesday
13444,Thursday
12500,Tuesday
12500,Thursday
10980,Tuesday
10980,Thursday
10981,Tuesday
10981,Thursday
11106,Tuesday
11106,Thursday
14797,Tuesday
14797,Thursday
12891,Tuesday
12891,Thursday
11696,Monday
11696,Wednesday
14757,Monday
14757,Wednesday
13320,Tuesday
13320,Thursday
13321,Monday
13321,Wednesday
13323,Monday
13323,Wednesday
10982,Tuesday
10982,Thursday
12892,Tuesday
12892,Thursday
14756,Tuesday
14756,Thursday
10026,Tuesday
10026,Thursday
10234,Monday
10234,Wednesday
10839,Monday
10839,Wednesday
12632,Tuesday
12632,Thursday
12633,Monday
12633,Wednesday
12992,Tuesday
12992,Thursday
14661,Monday
14661,Wednesday
14662,Tuesday
14662,Thursday
14583,Monday
14583,Wednesday
14582,Monday
14582,Wednesday
13012,Wednesday
14581,Monday
14581,Wednesday
14580,Tuesday
14580,Thursday
14690,Tuesday
14690,Thursday
13557,Tuesday
13557,Thursday
14691,Monday
13008,Wednesday
11291,Monday
11291,Wednesday
10669,Tuesday
10669,Thursday
14692,Tuesday
14692,Thursday
10904,Tuesday
10904,Thursday
10905,Tuesday
10905,Thursday
11854,Wednesday
11855,Wednesday
13558,Thursday
13559,Friday
14696,Tuesday
10008,Tuesday
10008,Thursday
10293,Monday
10293,Wednesday
10713,Tuesday
10713,Thursday
10821,Monday
10821,Wednesday
10009,Monday
10009,Wednesday
10894,Monday
10894,Wednesday
11202,Monday
11202,Wednesday
10895,Tuesday
10895,Thursday
11856,Monday
11856,Wednesday
12813,Monday
11857,Monday
11857,Wednesday
11588,Monday
11588,Wednesday
10711,Monday
10711,Wednesday
12986,Monday
12986,Wednesday
10071,Monday
10944,Tuesday
11077,Monday
10569,Tuesday
10569,Thursday
10824,Tuesday
10824,Thursday
10013,Tuesday
10013,Thursday
12987,Monday
12987,Wednesday
10231,Tuesday
10231,Thursday
10657,Thursday
10648,Tuesday
10648,Thursday
10007,Tuesday
10232,Monday
10232,Wednesday
10778,Tuesday
10778,Thursday
12570,Monday
12570,Wednesday
10570,Tuesday
10570,Thursday
14702,Tuesday
14702,Thursday
13460,Monday
13460,Wednesday
14703,Monday
14703,Wednesday
13461,Monday
13461,Wednesday
14704,Tuesday
14704,Thursday
14858,Tuesday
14858,Thursday
10779,Wednesday
12947,Monday
14442,Tuesday
14442,Thursday
12948,Tuesday
12948,Thursday
11423,Wednesday
11423,Friday
12424,Monday
14787,Tuesday
14443,Monday
11519,Tuesday
11519,Thursday
10985,Wednesday
10986,Thursday
14711,Monday
14711,Wednesday
14710,Monday
14710,Wednesday
10567,Monday
10567,Wednesday
10628,Tuesday
10628,Thursday
10276,Tuesday
10276,Thursday
11020,Monday
11020,Wednesday
10230,Tuesday
10230,Thursday
13949,Tuesday
13949,Thursday
10327,Tuesday
10327,Thursday
10010,Tuesday
10010,Thursday
10011,Monday
10011,Wednesday
11859,Monday
11859,Wednesday
10012,Tuesday
10012,Thursday
10630,Tuesday
10630,Thursday
12320,Wednesday
10403,Tuesday
11666,Monday
11666,Wednesday
12581,Monday
11021,Tuesday
11021,Thursday
10885,Tuesday
10885,Thursday
10886,Tuesday
10886,Thursday
10887,Monday
10887,Wednesday
10888,Tuesday
10888,Thursday
10889,Tuesday
10889,Thursday
10890,Tuesday
10890,Thursday
10891,Tuesday
10891,Thursday
10892,Monday
10892,Wednesday
11203,Tuesday
11203,Thursday
11204,Monday
11204,Wednesday
10899,Tuesday
10899,Thursday
10651,Tuesday
10651,Thursday
10897,Monday
10897,Wednesday
11343,Monday
11343,Wednesday
12543,Monday
12544,Monday
12572,Monday
10898,Wednesday
13670,Friday
13671,Friday
13679,Friday
13672,Friday
13673,Friday
13674,Friday
13675,Friday
13676,Friday
13677,Friday
13678,Friday
11209,Wednesday
10285,Monday
10285,Wednesday
13027,Monday
10373,Tuesday
10373,Thursday
14445,Monday
14445,Wednesday
10860,Tuesday
10756,Monday
10756,Wednesday
10394,Tuesday
10394,Thursday
14447,Tuesday
14447,Thursday
10625,Monday
10233,Tuesday
10233,Thursday
10584,Tuesday
10584,Thursday
10826,Wednesday
10826,Friday
13409,Tuesday
14738,Tuesday
14738,Thursday
14739,Tuesday
14739,Thursday
10072,Tuesday
10072,Thursday
10287,Monday
10287,Wednesday
13183,Tuesday
13183,Thursday
13185,Monday
13185,Wednesday
10006,Tuesday
10006,Thursday
12903,Tuesday
10261,Tuesday
10261,Thursday
14855,Thursday
10896,Monday
10260,Monday
13463,Monday
10330,Wednesday
10405,Monday
10405,Wednesday
10404,Wednesday
14864,Tuesday
14864,Thursday
10151,Wednesday
12589,Monday
10556,Thursday
10777,Tuesday
13771,Wednesday
10910,Thursday
10909,Thursday
10908,Wednesday
10911,Tuesday
10906,Tuesday
11640,Wednesday
10907,Tuesday
10907,Thursday
11216,Monday
11216,Wednesday
12989,Tuesday
12989,Thursday
14741,Tuesday
14741,Thursday
11218,Tuesday
11218,Thursday
14742,Tuesday
14742,Thursday
10930,Monday
10930,Wednesday
12738,Monday
12738,Wednesday
10107,Monday
10106,Monday
10106,Wednesday
14861,Tuesday
14861,Thursday
11241,Friday
11858,Tuesday
11858,Thursday
12984,Monday
12984,Wednesday
10943,Tuesday
10943,Thursday
10076,Tuesday
10078,Tuesday
10078,Thursday
10075,Monday
10075,Wednesday
11917,Monday
11917,Wednesday
10074,Monday
10989,Monday
10989,Wednesday
11287,Tuesday
13147,Tuesday
13147,Thursday
11288,Monday
12575,Thursday
14857,Tuesday
14857,Thursday
14860,Tuesday
14860,Thursday
10152,Monday
12579,Wednesday
13774,Wednesday
14746,Tuesday
14746,Thursday
13770,Tuesday
13770,Thursday
11319,Monday
11319,Wednesday
10534,Tuesday
10534,Thursday
11220,Monday
11220,Wednesday
14699,Monday
12200,Friday
11430,Wednesday
12201,Wednesday
12202,Wednesday
12597,Thursday
12203,Thursday
10215,Monday
10597,Monday
10869,Thursday
10870,Friday
10871,Tuesday
11158,Thursday
11159,Tuesday
13419,Thursday
13420,Thursday
14002,Thursday
13421,Monday
13421,Wednesday
10183,Monday
10183,Wednesday
12920,Monday
12920,Wednesday
11872,Monday
11872,Wednesday
12206,Monday
12206,Wednesday
10616,Tuesday
10616,Thursday
11594,Tuesday
11594,Thursday
12207,Monday
12207,Wednesday
12921,Tuesday
12921,Thursday
11595,Tuesday
11595,Thursday
12208,Tuesday
12208,Thursday
13422,Monday
13422,Wednesday
12922,Monday
12922,Wednesday
10838,Friday
10634,Friday
11305,Friday
10633,Monday
10633,Wednesday
10789,Monday
10789,Wednesday
12923,Monday
12923,Wednesday
12924,Monday
12924,Wednesday
14004,Tuesday
14004,Thursday
10494,Monday
10494,Wednesday
12812,Tuesday
12812,Thursday
12598,Monday
12598,Wednesday
13423,Monday
13423,Wednesday
14005,Tuesday
14005,Thursday
11819,Friday
10118,Monday
10118,Wednesday
11820,Monday
11820,Wednesday
12599,Monday
12599,Wednesday
10840,Tuesday
10840,Thursday
12209,Friday
12210,Monday
12210,Wednesday
12816,Tuesday
12816,Thursday
10096,Monday
10096,Wednesday
11037,Monday
11037,Wednesday
11328,Monday
11328,Wednesday
12928,Monday
12928,Wednesday
12932,Tuesday
12932,Thursday
11496,Monday
11496,Wednesday
10772,Tuesday
10772,Thursday
10572,Tuesday
10572,Thursday
10614,Monday
10614,Wednesday
12223,Tuesday
12223,Thursday
12224,Tuesday
12224,Thursday
12603,Tuesday
12603,Thursday
11826,Tuesday
11826,Thursday
12226,Monday
12226,Wednesday
12604,Tuesday
12604,Thursday
12933,Tuesday
12933,Thursday
12228,Tuesday
12228,Thursday
12934,Monday
12934,Wednesday
13427,Monday
13427,Wednesday
13430,Monday
13430,Wednesday
13428,Tuesday
13428,Thursday
13429,Tuesday
13429,Thursday
10167,Monday
10167,Wednesday
10209,Monday
11825,Tuesday
11306,Wednesday
14003,Thursday
10160,Monday
10160,Wednesday
11923,Tuesday
11923,Thursday
11649,Monday
11649,Wednesday
11231,Tuesday
10665,Monday
10666,Monday
11230,Tuesday
10822,Wednesday
10823,Tuesday
12727,Thursday
10701,Monday
10828,Thursday
11629,Friday
10025,Tuesday
10025,Thursday
10372,Tuesday
10372,Thursday
12078,Wednesday
12566,Tuesday
12566,Thursday
12569,Tuesday
11834,Monday
11834,Wednesday
11079,Tuesday
11079,Thursday
11835,Monday
11835,Wednesday
11836,Tuesday
11836,Thursday
11837,Monday
11837,Wednesday
11838,Tuesday
11838,Thursday
11560,Monday
11560,Wednesday
14609,Tuesday
14609,Thursday
12622,Friday
14749,Wednesday
14750,Friday
11561,Monday
11839,Tuesday
11839,Thursday
14274,Tuesday
14274,Thursday
11840,Wednesday
11841,Monday
11842,Monday
11842,Wednesday
10200,Thursday
12079,Monday
12079,Wednesday
10935,Monday
12080,Monday
10934,Tuesday
10934,Thursday
11143,Tuesday
13553,Thursday
11144,Monday
11144,Wednesday
10349,Monday
10349,Wednesday
10083,Tuesday
10083,Thursday
13018,Tuesday
13018,Thursday
10044,Tuesday
10044,Thursday
13016,Tuesday
13016,Thursday
10027,Monday
13548,Friday
13549,Friday
13547,Monday
13547,Wednesday
13551,Thursday
13552,Thursday
13550,Monday
13550,Wednesday
10927,Monday
10927,Wednesday
10326,Tuesday
10326,Thursday
10162,Tuesday
10162,Thursday
10673,Monday
10605,Tuesday
10374,Thursday
11005,Monday
11005,Wednesday
10442,Tuesday
10442,Thursday
11090,Tuesday
11090,Thursday
10192,Monday
10192,Wednesday
10945,Monday
10945,Wednesday
10271,Monday
10271,Wednesday
12413,Wednesday
10321,Tuesday
10321,Thursday
11006,Thursday
10460,Tuesday
10460,Thursday
10375,Monday
10375,Wednesday
11597,Tuesday
11597,Thursday
11354,Friday
11355,Friday
11356,Friday
11357,Tuesday
10432,Tuesday
10432,Thursday
11881,Friday
10130,Tuesday
10130,Thursday
14793,Wednesday
10753,Thursday
10754,Thursday
10755,Monday
10755,Wednesday
14805,Thursday
14804,Monday
14804,Wednesday
12864,Monday
12864,Wednesday
14789,Monday
14789,Wednesday
13579,Thursday
13580,Monday
13580,Wednesday
11044,Thursday
11054,Friday
11043,Monday
11043,Wednesday
11048,Wednesday
11049,Wednesday
11050,Friday
11051,Friday
11052,Friday
12858,Friday
11053,Monday
11053,Wednesday
13581,Monday
13581,Wednesday
11349,Monday
11350,Wednesday
11351,Thursday
11352,Thursday
11601,Thursday
11602,Friday
11353,Monday
11353,Wednesday
12860,Monday
12860,Wednesday
14806,Tuesday
14806,Thursday
11812,Tuesday
11812,Thursday
13740,Wednesday
13739,Tuesday
13739,Thursday
11813,Thursday
11814,Friday
11815,Tuesday
11880,Tuesday
11880,Thursday
14795,Monday
14795,Wednesday
13747,Tuesday
13748,Thursday
13746,Monday
13746,Wednesday
12168,Friday
12169,Tuesday
12169,Thursday
10121,Monday
13650,Wednesday
13651,Friday
13652,Friday
13653,Monday
13653,Wednesday
13654,Monday
13654,Wednesday
13756,Tuesday
13756,Thursday
10582,Monday
10582,Wednesday
13655,Friday
13656,Thursday
13979,Thursday
13657,Tuesday
13658,Thursday
13659,Thursday
13660,Tuesday
13661,Monday
13661,Wednesday
11235,Friday
12778,Tuesday
11358,Tuesday
12199,Tuesday
11359,Tuesday
11600,Wednesday
11360,Wednesday
11361,Wednesday
11362,Wednesday
11363,Thursday
11364,Thursday
11365,Thursday
11366,Thursday
11367,Friday
11368,Friday
11369,Friday
11370,Friday
11371,Monday
11372,Monday
11373,Wednesday
11374,Wednesday
11609,Monday
12404,Monday
11608,Wednesday
12403,Wednesday
10882,Tuesday
10882,Thursday
14727,Thursday
11631,Monday
10125,Monday
10370,Thursday
13662,Tuesday
13663,Wednesday
13664,Tuesday
13665,Wednesday
13666,Monday
10490,Monday
10490,Wednesday
13667,Wednesday
13668,Wednesday
13669,Monday
10531,Tuesday
10531,Thursday
10320,Thursday
10168,Monday
10168,Wednesday
13628,Tuesday
13629,Tuesday
13630,Tuesday
13631,Wednesday
13632,Wednesday
13633,Wednesday
13634,Thursday
13635,Friday
13636,Monday
13636,Wednesday
13636,Friday
13637,Monday
13637,Wednesday
13637,Friday
10150,Monday
10150,Wednesday
10431,Tuesday
10431,Thursday
12350,Friday
12349,Tuesday
12349,Thursday
10363,Tuesday
10363,Thursday
13638,Tuesday
13638,Thursday
13639,Friday
13640,Wednesday
14410,Tuesday
14410,Thursday
10932,Friday
10133,Thursday
10562,Thursday
10497,Thursday
10987,Thursday
10214,Monday
10214,Wednesday
11616,Wednesday
11451,Wednesday
11452,Wednesday
11453,Wednesday
10165,Tuesday
10165,Thursday
13805,Thursday
11013,Wednesday
10498,Wednesday
12737,Wednesday
10522,Tuesday
10522,Thursday
12771,Friday
11071,Thursday
10283,Wednesday
10553,Wednesday
10135,Monday
10049,Tuesday
10049,Thursday
10226,Friday
10206,Friday
13137,Friday
10205,Monday
10205,Wednesday
10203,Friday
10204,Friday
10499,Friday
10082,Tuesday
10082,Thursday
14807,Monday
13103,Monday
13103,Wednesday
10119,Monday
10119,Wednesday
13104,Tuesday
13104,Thursday
10065,Tuesday
10065,Thursday
10134,Tuesday
10134,Thursday
10061,Tuesday
10061,Thursday
10830,Wednesday
10173,Wednesday
10174,Wednesday
10331,Wednesday
10172,Tuesday
14809,Monday
14810,Tuesday
14808,Monday
13090,Tuesday
13090,Thursday
11240,Monday
11179,Tuesday
11179,Thursday
14854,Monday
14854,Wednesday
10583,Monday
10583,Wednesday
10829,Thursday
11247,Tuesday
11247,Thursday
12609,Monday
12609,Wednesday
14646,Tuesday
13709,Monday
13709,Wednesday
14541,Tuesday
14541,Thursday
14542,Tuesday
14542,Thursday
14544,Tuesday
14544,Thursday
13045,Tuesday
13045,Thursday
14867,Monday
14867,Wednesday
13086,Monday
12977,Monday
14414,Friday
14415,Tuesday
14416,Monday
13025,Friday
14417,Tuesday
10844,Monday
10845,Friday
13725,Tuesday
13412,Thursday
13413,Monday
14402,Tuesday
14403,Wednesday
13414,Tuesday
10914,Wednesday
12588,Tuesday
12588,Thursday
14448,Tuesday
14448,Thursday
10864,Tuesday
14404,Monday
14405,Friday
10604,Wednesday
12124,Monday
12124,Wednesday
14407,Friday
10962,Tuesday
11829,Friday
11830,Friday
11831,Friday
11832,Friday
11833,Wednesday
12104,Wednesday
12105,Wednesday
14812,Wednesday
11828,Tuesday
11828,Thursday
12198,Thursday
13110,Thursday
11864,Tuesday
11864,Thursday
13506,Monday
13507,Monday
13508,Tuesday
13509,Tuesday
13505,Monday
13505,Wednesday
12107,Tuesday
12107,Thursday
13545,Wednesday
13546,Wednesday
12108,Tuesday
10883,Monday
10284,Tuesday
10284,Thursday
11004,Thursday
14408,Thursday
12123,Thursday
14734,Friday
10863,Tuesday
11449,Tuesday
11565,Wednesday
11147,Wednesday
11633,Monday
11633,Wednesday
11634,Tuesday
11634,Thursday
11635,Monday
11635,Wednesday
11636,Tuesday
11636,Thursday
11716,Monday
11716,Wednesday
11717,Monday
11717,Wednesday
11718,Tuesday
11718,Thursday
14871,Monday
14871,Wednesday
11031,Monday
11031,Wednesday
11719,Tuesday
11719,Thursday
11559,Friday
11776,Tuesday
14391,Thursday
14392,Friday
11720,Thursday
11721,Friday
14394,Tuesday
14395,Thursday
14396,Wednesday
11723,Monday
11723,Wednesday
11724,Monday
11724,Wednesday
10833,Monday
11096,Monday
11096,Wednesday
11097,Tuesday
11097,Thursday
13288,Tuesday
13288,Thursday
11098,Monday
11098,Wednesday
11099,Monday
11099,Wednesday
12910,Monday
12910,Wednesday
11100,Monday
11100,Wednesday
11101,Tuesday
11101,Thursday
13290,Tuesday
13290,Thursday
11102,Monday
11102,Wednesday
11103,Monday
11103,Wednesday
11104,Tuesday
11104,Thursday
13291,Tuesday
13291,Thursday
11105,Tuesday
11105,Thursday
13292,Tuesday
13292,Thursday
11726,Monday
11726,Wednesday
11727,Monday
11727,Wednesday
11777,Monday
11777,Wednesday
11339,Friday
11340,Friday
11341,Friday
13293,Friday
11911,Monday
10035,Monday
10035,Wednesday
10865,Tuesday
10865,Thursday
11884,Wednesday
10029,Wednesday
10036,Wednesday
10037,Wednesday
10084,Wednesday
13105,Wednesday
10360,Monday
10360,Wednesday
13446,Monday
10122,Monday
10122,Wednesday
10195,Tuesday
13598,Wednesday
12889,Friday
14468,Friday
14465,Friday
14851,Monday
14466,Tuesday
14761,Tuesday
14762,Monday
14779,Wednesday
14781,Wednesday
14782,Wednesday
14771,Monday
14771,Wednesday
14774,Tuesday
14774,Thursday
14773,Tuesday
14773,Thursday
14778,Wednesday
14763,Tuesday
14763,Thursday
14467,Tuesday
14467,Thursday
14768,Tuesday
14768,Thursday
14788,Thursday
14772,Tuesday
14772,Thursday
14769,Monday
14784,Monday
14784,Wednesday
14770,Monday
14770,Wednesday
14770,Friday
14786,Thursday
10762,Tuesday
10762,Thursday
12964,Monday
12964,Wednesday
14249,Tuesday
14249,Thursday
12531,Tuesday
12531,Thursday
11177,Monday
11177,Wednesday
11177,Friday
10813,Tuesday
10813,Thursday
12101,Tuesday
12101,Thursday
11454,Monday
11454,Wednesday
11018,Tuesday
11018,Thursday
14250,Tuesday
14250,Thursday
11698,Wednesday
11699,Wednesday
11700,Wednesday
11701,Wednesday
11517,Tuesday
10831,Tuesday
11518,Tuesday
11518,Thursday
12102,Friday
12869,Thursday
10607,Monday
13261,Monday
13262,Tuesday
13263,Monday
11702,Monday
11702,Wednesday
11703,Monday
11703,Wednesday
11704,Tuesday
11705,Wednesday
11706,Monday
12938,Thursday
12939,Thursday
12940,Thursday
10832,Monday
10832,Wednesday
11011,Tuesday
11011,Thursday
11075,Wednesday
10099,Tuesday
10099,Thursday
10280,Wednesday
13776,Wednesday
10278,Tuesday
10278,Thursday
10156,Tuesday
10156,Thursday
12312,Tuesday
12312,Thursday
12315,Monday
12941,Monday
12942,Monday
12943,Monday
12944,Monday
13786,Monday
14271,Monday
14271,Wednesday
11817,Friday
14114,Friday
12088,Wednesday
11903,Tuesday
11903,Thursday
12092,Wednesday
10219,Tuesday
13284,Monday
13284,Wednesday
14265,Tuesday
11478,Tuesday
22226,Thursday
23306,Friday
20770,Wednesday
20771,Wednesday
20772,Thursday
22950,Thursday
22794,Tuesday
22795,Tuesday
23307,Wednesday
24318,Wednesday
20575,Wednesday
24598,Wednesday
24320,Monday
24321,Monday
22951,Wednesday
22993,Thursday
20016,Tuesday
20016,Thursday
20017,Wednesday
23255,Monday
23256,Monday
23257,Monday
20960,Monday
20960,Thursday
20961,Monday
20961,Thursday
21102,Monday
21102,Thursday
21144,Monday
21144,Thursday
21960,Thursday
20962,Wednesday
20963,Wednesday
21145,Wednesday
21778,Tuesday
21003,Wednesday
21004,Wednesday
21286,Wednesday
24357,Tuesday
23258,Monday
23259,Monday
24358,Monday
21005,Tuesday
21005,Friday
21006,Tuesday
21006,Friday
21104,Tuesday
21104,Friday
21287,Tuesday
21287,Friday
24359,Thursday
20634,Thursday
21779,Thursday
24385,Thursday
21105,Wednesday
23260,Monday
23261,Monday
24360,Monday
24346,Monday
21103,Tuesday
21116,Tuesday
21401,Tuesday
22803,Thursday
24374,Monday
24376,Tuesday
24378,Wednesday
24369,Tuesday
21288,Wednesday
21289,Wednesday
23262,Wednesday
21534,Wednesday
21535,Wednesday
24361,Wednesday
22804,Thursday
21246,Monday
21961,Monday
21962,Monday
21963,Monday
21964,Monday
21965,Monday
21966,Monday
21967,Monday
21968,Monday
21565,Tuesday
21565,Thursday
20315,Tuesday
20315,Thursday
20781,Monday
20781,Wednesday
21037,Wednesday
20874,Friday
24287,Tuesday
24287,Thursday
21147,Tuesday
21147,Thursday
21799,Monday
21799,Wednesday
24371,Tuesday
21306,Monday
21306,Wednesday
21307,Monday
21307,Wednesday
23313,Monday
23313,Wednesday
23314,Tuesday
23314,Thursday
21308,Tuesday
21308,Thursday
20454,Tuesday
20454,Thursday
20559,Tuesday
20559,Thursday
20453,Saturday
20523,Monday
20523,Wednesday
20407,Friday
20067,Wednesday
23145,Thursday
21984,Monday
21984,Wednesday
21985,Monday
21985,Wednesday
21309,Tuesday
21310,Thursday
21311,Friday
23317,Monday
23317,Wednesday
21986,Thursday
20965,Monday
21972,Monday
21632,Wednesday
22548,Thursday
20484,Tuesday
21567,Tuesday
23289,Thursday
20173,Monday
20173,Wednesday
23721,Wednesday
24307,Tuesday
22937,Wednesday
22434,Tuesday
22434,Thursday
24308,Wednesday
22812,Wednesday
20056,Tuesday
20066,Thursday
22797,Wednesday
21092,Friday
20729,Monday
21783,Monday
21101,Friday
21358,Tuesday
21358,Thursday
23325,Thursday
20915,Wednesday
20916,Wednesday
20917,Wednesday
20918,Wednesday
22643,Tuesday
24322,Tuesday
22065,Tuesday
22065,Thursday
22433,Monday
22433,Wednesday
24290,Tuesday
24291,Monday
24291,Wednesday
21463,Friday
24554,Monday
24292,Tuesday
24292,Thursday
21800,Tuesday
21800,Thursday
22809,Tuesday
22809,Thursday
20149,Monday
20149,Wednesday
22397,Tuesday
22397,Thursday
22435,Tuesday
22435,Thursday
21973,Wednesday
21974,Wednesday
20076,Tuesday
20076,Thursday
20118,Tuesday
20118,Thursday
21528,Tuesday
21528,Thursday
21896,Monday
21896,Wednesday
21897,Monday
21897,Wednesday
22436,Monday
22436,Wednesday
20305,Tuesday
20305,Thursday
22086,Tuesday
22086,Thursday
23891,Monday
23891,Wednesday
24311,Monday
24311,Wednesday
23396,Monday
23396,Wednesday
23046,Monday
23046,Wednesday
22085,Monday
22085,Wednesday
22437,Tuesday
22437,Thursday
21899,Monday
21899,Wednesday
22441,Monday
22441,Wednesday
23893,Monday
23893,Wednesday
24313,Friday
20150,Tuesday
20150,Thursday
23324,Tuesday
23324,Thursday
23291,Monday
23291,Wednesday
24296,Wednesday
23516,Wednesday
24095,Wednesday
22057,Monday
22058,Wednesday
21279,Monday
24107,Wednesday
22752,Thursday
24108,Thursday
23574,Tuesday
23575,Thursday
22948,Monday
22545,Tuesday
22546,Wednesday
21655,Thursday
22059,Wednesday
22060,Thursday
23774,Monday
22949,Wednesday
23066,Friday
23783,Tuesday
21533,Monday
22755,Tuesday
23775,Monday
24112,Monday
23517,Wednesday
22224,Tuesday
21900,Monday
24297,Tuesday
21905,Wednesday
22547,Wednesday
23523,Thursday
23728,Wednesday
21970,Friday
21971,Friday
23141,Friday
22350,Thursday
21780,Tuesday
21781,Monday
23782,Wednesday
23764,Thursday
21919,Wednesday
21319,Monday
22063,Wednesday
21320,Thursday
